,FrameNumber,sigmaX,sigmaY
759,759.0,1.1517879999999998,2.401638
760,760.0,1.1379925,2.3735720000000002
761,761.0,1.1372985,2.3314830000000004
762,762.0,1.14008,2.3070095000000004
763,763.0,1.14288,2.4091139999999998
764,764.0,1.1372985,2.3314830000000004
765,765.0,1.14008,2.3070095000000004
766,766.0,1.1541925,2.418901
767,767.0,1.1372985,2.3314830000000004
768,768.0,1.14008,2.3070095000000004
769,769.0,1.150935,2.3944400000000003
770,770.0,3.940888,2.7446055
771,771.0,1.555935,3.390019
772,772.0,1.1537514999999998,2.420894
773,773.0,3.940888,2.7446055
774,774.0,1.555935,3.390019
775,775.0,1.153445,2.47841
776,776.0,1.149046,2.4428545
777,777.0,1.149807,2.466031
778,778.0,1.162287,2.432231
779,779.0,1.149046,2.4428545
780,780.0,1.149807,2.466031
781,781.0,1.1471930000000001,2.4416130000000003
782,782.0,1.149046,2.4428545
783,783.0,1.149807,2.466031
784,784.0,1.1589070000000001,2.4759260000000003
785,785.0,1.1579715,2.4807930000000002
786,786.0,1.161864,2.4409910000000004
787,787.0,1.152149,2.5130595000000002
788,788.0,1.1579715,2.4807930000000002
789,789.0,1.161864,2.4409910000000004
790,790.0,1.163658,2.513634
791,791.0,1.1579715,2.4807930000000002
792,792.0,1.161864,2.4409910000000004
793,793.0,1.1655705,2.4712575
794,794.0,1.1578564999999998,2.4631795
795,795.0,1.1505619999999999,2.47555
796,796.0,1.1607310000000002,2.5019095
797,797.0,1.1578564999999998,2.4631795
798,798.0,1.1505619999999999,2.47555
799,799.0,1.16244,2.509043
800,800.0,1.1578564999999998,2.4631795
801,801.0,1.1505619999999999,2.47555
802,802.0,1.165601,2.5338754999999997
803,803.0,1.1635550000000001,2.5537764999999997
804,804.0,1.166532,2.5249375
805,805.0,1.1626835,2.502919
806,806.0,1.1635550000000001,2.5537764999999997
807,807.0,1.166532,2.5249375
808,808.0,1.1569500000000001,2.5342010000000004
809,809.0,1.1635550000000001,2.5537764999999997
810,810.0,1.166532,2.5249375
811,811.0,1.169657,2.576835
812,812.0,1.182315,2.5761405
813,813.0,1.1728595,2.558352
814,814.0,1.170606,2.5713575
815,815.0,1.182315,2.5761405
816,816.0,1.1728595,2.558352
817,817.0,1.172454,2.52813
818,818.0,1.182315,2.5761405
819,819.0,1.1728595,2.558352
820,820.0,1.1780965,2.603637
821,821.0,1.153751,2.479155
822,822.0,1.150342,2.4951779999999997
823,823.0,1.182627,2.630007
824,824.0,1.153751,2.479155
825,825.0,1.150342,2.4951779999999997
826,826.0,1.1864569999999999,2.6196114999999995
827,827.0,1.153751,2.479155
828,828.0,1.150342,2.4951779999999997
829,829.0,1.1655674999999999,2.5617799999999997
830,830.0,4.541326000000001,3.676471
831,831.0,1.7425169999999999,3.702021
832,832.0,1.1965810000000001,2.6565440000000002
833,833.0,4.541326000000001,3.676471
834,834.0,1.7425169999999999,3.702021
835,835.0,1.1858415,2.6609175
836,836.0,1.184615,2.6235060000000003
837,837.0,1.183846,2.667393
